UniqueID,biddable,startprice,condition,cellular,carrier,color,storage,productline,sold,noDescription,charCountDescription,upperCaseDescription,startprice_99end
11487,not biddable,749,new,Cellular,Unknown,Gold,128 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11488,biddable,729.99,new,No cellular,None,Space Gray,128 GB,iPad mini3,0,contains description,0,0,99 ending
11489,biddable,499.99,new,No cellular,None,Gold,16/32/64 GB,iPad mini3,0,contains description,0,0,99 ending
11490,not biddable,225,used,Unknown,Unknown,Space Gray,16/32/64 GB,Unknown,0,no description,73,1,not a 99 ending
11491,biddable,499.99,new,No cellular,None,White,16/32/64 GB,iPad mini3,0,contains description,0,0,99 ending
11492,biddable,599.99,new,No cellular,None,White,16/32/64 GB,iPad mini3,0,contains description,0,0,99 ending
11493,biddable,729.99,new,No cellular,None,White,128 GB,iPad mini3,0,contains description,0,0,99 ending
11494,biddable,350,new,Cellular,AT&T,White,16/32/64 GB,iPad mini 2,0,no description,97,3,not a 99 ending
11495,not biddable,300,new,No cellular,None,Unknown,16/32/64 GB,iPad 3,0,contains description,0,0,not a 99 ending
11496,biddable,350,new,Unknown,Unknown,White,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11497,not biddable,320,refurbished,No cellular,None,White,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
11498,not biddable,425.99,new,No cellular,None,Black,16/32/64 GB,Unknown,0,contains description,0,0,99 ending
11499,not biddable,260,new,No cellular,None,White,16/32/64 GB,iPad mini 2,1,contains description,0,0,not a 99 ending
11500,not biddable,237,new,No cellular,None,White,16/32/64 GB,iPad mini 2,1,contains description,0,0,not a 99 ending
11501,not biddable,150,used,No cellular,None,Black,16/32/64 GB,iPad mini,1,contains description,0,0,not a 99 ending
11502,not biddable,180,used,No cellular,None,Black,16/32/64 GB,iPad 2,0,contains description,0,0,not a 99 ending
11503,not biddable,80,used,No cellular,None,Black,16/32/64 GB,iPad 1,1,contains description,0,0,not a 99 ending
11504,not biddable,100,new,No cellular,None,Unknown,16/32/64 GB,iPad mini,1,no description,19,0,not a 99 ending
11505,not biddable,179,used,Cellular,Verizon,White,16/32/64 GB,iPad 2,1,contains description,0,0,not a 99 ending
11506,biddable,144.95,new,No cellular,None,Unknown,Unknown,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11507,not biddable,69.99,used,No cellular,None,Black,16/32/64 GB,iPad 1,1,contains description,0,0,99 ending
11508,not biddable,315,used,Unknown,Unknown,Unknown,Unknown,iPad 4,1,contains description,0,0,not a 99 ending
11509,not biddable,135,used,Cellular,AT&T,Black,16/32/64 GB,iPad 2,1,contains description,0,0,not a 99 ending
11510,not biddable,235,used,No cellular,None,White,16/32/64 GB,iPad mini Retina,0,contains description,0,0,not a 99 ending
11511,not biddable,160,used,No cellular,None,Black,16/32/64 GB,iPad mini,1,contains description,0,0,not a 99 ending
11512,not biddable,235,new,No cellular,None,Space Gray,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11513,not biddable,295,used,No cellular,None,Unknown,16/32/64 GB,iPad mini 2,1,no description,38,0,not a 99 ending
11514,not biddable,219,refurbished,Cellular,Verizon,Black,16/32/64 GB,iPad mini,1,no description,102,5,not a 99 ending
11515,not biddable,299,used,No cellular,None,Gold,16/32/64 GB,iPad mini3,0,contains description,0,0,99 ending
11516,not biddable,280,new,No cellular,None,White,16/32/64 GB,iPad mini 2,1,contains description,0,0,not a 99 ending
11517,not biddable,330,used,Cellular,AT&T,White,16/32/64 GB,iPad 2,0,no description,99,2,not a 99 ending
11518,not biddable,180,used,Cellular,AT&T,Space Gray,16/32/64 GB,iPad mini,1,contains description,0,0,not a 99 ending
11519,not biddable,500,used,Cellular,AT&T,White,128 GB,iPad Air 1/2,0,no description,36,2,not a 99 ending
11520,not biddable,205,used,Cellular,Verizon,Unknown,16/32/64 GB,iPad mini,1,contains description,0,0,not a 99 ending
11521,not biddable,208,used,No cellular,None,Unknown,16/32/64 GB,iPad mini,1,contains description,0,0,not a 99 ending
11522,not biddable,419,new,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
11523,not biddable,165,used,No cellular,None,Black,16/32/64 GB,iPad 1,0,no description,98,2,not a 99 ending
11524,not biddable,650,new,Cellular,AT&T,Unknown,128 GB,iPad mini3,1,contains description,0,0,not a 99 ending
11525,not biddable,290,new,No cellular,None,White,16/32/64 GB,iPad mini3,1,contains description,0,0,not a 99 ending
11526,not biddable,347,new,No cellular,None,White,16/32/64 GB,Unknown,0,contains description,0,0,not a 99 ending
11527,not biddable,175,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad 1,0,contains description,0,0,not a 99 ending
11528,not biddable,400,new,Cellular,Verizon,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11529,not biddable,730,new,Cellular,Unknown,White,128 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11530,not biddable,150,used,Cellular,Sprint/T-Mobile,Unknown,16/32/64 GB,iPad mini,1,contains description,0,0,not a 99 ending
11531,not biddable,225,used,No cellular,None,Space Gray,16/32/64 GB,iPad mini 2,0,contains description,0,0,not a 99 ending
11532,not biddable,325,used,No cellular,None,Unknown,16/32/64 GB,iPad mini 2,0,no description,11,0,not a 99 ending
11533,not biddable,749.99,new,Cellular,Unknown,Space Gray,128 GB,iPad Air 1/2,0,contains description,0,0,99 ending
11534,not biddable,225,new,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11535,not biddable,150,used,No cellular,None,Unknown,16/32/64 GB,iPad 1,1,contains description,0,0,not a 99 ending
11536,not biddable,128,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad 2,1,no description,95,2,not a 99 ending
11537,not biddable,105,used,No cellular,None,Unknown,16/32/64 GB,iPad 1,0,no description,11,2,not a 99 ending
11538,not biddable,175,used,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11539,not biddable,550,refurbished,Cellular,Unknown,Unknown,16/32/64 GB,iPad Air 1/2,0,no description,97,1,not a 99 ending
11540,not biddable,349.95,new,No cellular,None,Unknown,16/32/64 GB,iPad mini3,1,contains description,0,0,not a 99 ending
11541,not biddable,250,used,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11542,not biddable,145,used,No cellular,None,Black,16/32/64 GB,iPad 1,0,contains description,0,0,not a 99 ending
11543,not biddable,210,used,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,no description,106,2,not a 99 ending
11544,not biddable,90,used,Cellular,AT&T,Black,16/32/64 GB,iPad 1,1,contains description,0,0,not a 99 ending
11545,not biddable,100,used,No cellular,None,Black,16/32/64 GB,iPad 1,0,contains description,0,0,not a 99 ending
11546,not biddable,331.99,new,No cellular,None,Gold,16/32/64 GB,iPad mini3,0,contains description,0,0,99 ending
11547,not biddable,348.6,new,Cellular,AT&T,Space Gray,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11548,not biddable,308,new,No cellular,None,Space Gray,16/32/64 GB,iPad mini 2,0,contains description,0,0,not a 99 ending
11549,not biddable,349,used,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,0,no description,99,6,not a 99 ending
11550,not biddable,70,used,Unknown,Unknown,Unknown,Unknown,Unknown,0,contains description,0,0,not a 99 ending
11551,not biddable,350,used,No cellular,None,Unknown,16/32/64 GB,iPad 2,0,contains description,0,0,not a 99 ending
11552,not biddable,710,used,Cellular,Unknown,Gold,128 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11553,not biddable,230,used,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11554,not biddable,275,new,No cellular,None,Unknown,16/32/64 GB,iPad 2,0,no description,73,4,not a 99 ending
11555,not biddable,380,used,Cellular,Sprint/T-Mobile,Space Gray,16/32/64 GB,iPad mini 2,1,contains description,0,0,not a 99 ending
11556,not biddable,399.99,new,No cellular,None,Unknown,16/32/64 GB,iPad mini3,0,contains description,0,0,99 ending
11557,not biddable,280,new,No cellular,None,Black,Unknown,iPad mini,0,contains description,0,0,not a 99 ending
11558,not biddable,220,used,No cellular,None,Unknown,16/32/64 GB,iPad 2,0,no description,73,1,not a 99 ending
11559,not biddable,525,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad 2,0,no description,76,1,not a 99 ending
11560,not biddable,149,used,Cellular,AT&T,Black,16/32/64 GB,iPad 1,0,contains description,0,0,not a 99 ending
11561,not biddable,350,used,Cellular,Verizon,White,16/32/64 GB,iPad mini,1,contains description,0,0,not a 99 ending
11562,not biddable,275,new,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11563,not biddable,300,used,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11564,not biddable,327.58,new,No cellular,None,Space Gray,16/32/64 GB,iPad mini 2,0,contains description,0,0,not a 99 ending
11565,not biddable,250,refurbished,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11566,not biddable,400,used,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,0,no description,99,16,not a 99 ending
11567,not biddable,420,used,No cellular,None,White,Unknown,iPad mini Retina,1,contains description,0,0,not a 99 ending
11568,not biddable,289,used,Unknown,Unknown,Unknown,Unknown,iPad mini,0,no description,17,0,not a 99 ending
11569,not biddable,375,used,No cellular,None,White,16/32/64 GB,iPad mini 2,0,contains description,0,0,not a 99 ending
11570,not biddable,250,used,Unknown,Unknown,Black,Unknown,Unknown,1,no description,98,1,not a 99 ending
11571,not biddable,525,used,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11572,not biddable,269.95,used,No cellular,None,Black,16/32/64 GB,iPad 3,0,no description,99,3,not a 99 ending
11573,not biddable,455,new,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11574,not biddable,200,used,No cellular,None,White,16/32/64 GB,Unknown,0,contains description,0,0,not a 99 ending
11575,not biddable,149.99,used,Cellular,AT&T,Black,16/32/64 GB,iPad 1,0,contains description,0,0,99 ending
11576,not biddable,400,used,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,0,no description,87,3,not a 99 ending
11577,not biddable,315,used,Unknown,Unknown,Unknown,16/32/64 GB,iPad 4,0,contains description,0,0,not a 99 ending
11578,not biddable,500,new,No cellular,None,Unknown,16/32/64 GB,iPad mini3,0,contains description,0,0,not a 99 ending
11579,not biddable,70,used,No cellular,None,Black,Unknown,iPad 1,0,contains description,0,0,not a 99 ending
11580,not biddable,450,used,No cellular,None,Unknown,16/32/64 GB,iPad 3,0,contains description,0,0,not a 99 ending
11581,not biddable,8,used,Unknown,Unknown,Unknown,Unknown,iPad 4,1,no description,12,1,not a 99 ending
11582,not biddable,195,refurbished,Cellular,AT&T,Black,16/32/64 GB,iPad 4,1,contains description,0,0,not a 99 ending
11583,not biddable,4.99,new,Unknown,Unknown,Unknown,Unknown,Unknown,1,contains description,0,0,99 ending
11584,not biddable,259.99,new,No cellular,None,White,16/32/64 GB,iPad mini,0,contains description,0,0,99 ending
11585,not biddable,100,used,Unknown,Unknown,Unknown,16/32/64 GB,Unknown,0,no description,85,1,not a 99 ending
11586,not biddable,350,used,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,0,no description,40,2,not a 99 ending
11587,not biddable,380,used,Unknown,Unknown,Black,16/32/64 GB,Unknown,0,no description,41,3,not a 99 ending
11588,not biddable,200,refurbished,No cellular,None,Unknown,16/32/64 GB,iPad 3,0,no description,92,5,not a 99 ending
11589,not biddable,150,used,No cellular,None,Unknown,16/32/64 GB,Unknown,1,contains description,0,0,not a 99 ending
11590,not biddable,380,new,No cellular,None,White,16/32/64 GB,iPad mini3,1,contains description,0,0,not a 99 ending
11591,not biddable,2.99,new,Unknown,Unknown,Unknown,Unknown,Unknown,0,contains description,0,0,99 ending
11592,not biddable,350,new,Unknown,Unknown,White,16/32/64 GB,iPad mini 2,0,contains description,0,0,not a 99 ending
11593,biddable,60,for parts or not working,Cellular,Verizon,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11594,not biddable,480,used,Unknown,Unknown,Unknown,Unknown,Unknown,0,no description,35,3,not a 99 ending
11595,not biddable,175,used,No cellular,None,Black,16/32/64 GB,iPad 3,0,contains description,0,0,not a 99 ending
11596,not biddable,69.69,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 3,1,no description,6,0,not a 99 ending
11597,not biddable,175,used,Unknown,Unknown,Unknown,Unknown,Unknown,0,contains description,0,0,not a 99 ending
11598,biddable,15,for parts or not working,Cellular,AT&T,Unknown,16/32/64 GB,iPad 1,1,no description,109,4,not a 99 ending
11599,not biddable,119.88,for parts or not working,Cellular,Verizon,Unknown,16/32/64 GB,iPad 4,0,no description,29,26,not a 99 ending
11600,not biddable,225,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad mini 2,0,contains description,0,0,not a 99 ending
11601,not biddable,29.99,for parts or not working,Cellular,AT&T,Unknown,16/32/64 GB,iPad mini,1,contains description,0,0,99 ending
11602,biddable,119.99,for parts or not working,Unknown,Unknown,Unknown,Unknown,Unknown,0,contains description,0,0,99 ending
11603,biddable,0.99,for parts or not working,No cellular,None,White,16/32/64 GB,iPad 4,1,no description,20,2,99 ending
11604,not biddable,150,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 4,0,contains description,0,0,not a 99 ending
11605,not biddable,229,for parts or not working,Unknown,Unknown,Unknown,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
11606,not biddable,199,for parts or not working,No cellular,None,White,16/32/64 GB,Unknown,0,contains description,0,0,99 ending
11607,biddable,50,for parts or not working,No cellular,None,White,16/32/64 GB,iPad 2,1,contains description,0,0,not a 99 ending
11608,not biddable,149,refurbished,No cellular,None,Unknown,16/32/64 GB,iPad mini,1,contains description,0,0,not a 99 ending
11609,not biddable,29.95,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 1,1,no description,70,10,not a 99 ending
11610,not biddable,129.99,for parts or not working,No cellular,None,White,16/32/64 GB,iPad 2,0,no description,11,1,99 ending
11611,biddable,15,for parts or not working,Cellular,Unknown,Black,16/32/64 GB,iPad 1,1,no description,103,32,not a 99 ending
11612,not biddable,229.98,for parts or not working,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,0,no description,99,17,not a 99 ending
11613,biddable,19.5,for parts or not working,Cellular,Sprint/T-Mobile,Black,16/32/64 GB,iPad mini,1,contains description,0,0,not a 99 ending
11614,not biddable,69.95,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 2,0,no description,24,4,not a 99 ending
11615,biddable,75,for parts or not working,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
11616,biddable,50,for parts or not working,No cellular,None,Space Gray,16/32/64 GB,iPad mini,1,contains description,0,0,not a 99 ending
11617,biddable,14.99,for parts or not working,Cellular,Unknown,Black,16/32/64 GB,iPad 1,1,contains description,0,0,99 ending
11618,biddable,100,for parts or not working,Cellular,Unknown,White,16/32/64 GB,iPad 4,1,contains description,0,0,not a 99 ending
11619,biddable,299.99,for parts or not working,Unknown,Unknown,Unknown,Unknown,Unknown,1,no description,87,4,99 ending
11620,biddable,0.99,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 2,1,no description,26,0,99 ending
11621,biddable,0.99,for parts or not working,Cellular,Unknown,Black,16/32/64 GB,iPad 1,1,no description,99,1,99 ending
11622,biddable,30,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 1,0,contains description,0,0,not a 99 ending
11623,biddable,0.99,for parts or not working,No cellular,None,Black,16/32/64 GB,Unknown,1,contains description,0,0,99 ending
11624,biddable,25,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 3,1,no description,60,2,not a 99 ending
11625,biddable,0.99,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,99 ending
11626,biddable,114.99,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,99 ending
11627,biddable,49.99,for parts or not working,No cellular,None,White,16/32/64 GB,iPad 3,1,contains description,0,0,99 ending
11628,biddable,10,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad mini,1,no description,99,1,not a 99 ending
11629,not biddable,59.99,for parts or not working,Unknown,Unknown,Unknown,Unknown,Unknown,0,no description,89,15,99 ending
11630,biddable,30,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 2,1,contains description,0,0,not a 99 ending
11631,not biddable,100,for parts or not working,Cellular,Unknown,Black,16/32/64 GB,iPad 3,0,contains description,0,0,not a 99 ending
11632,biddable,30,for parts or not working,No cellular,None,White,16/32/64 GB,iPad mini,1,contains description,0,0,not a 99 ending
11633,not biddable,209,for parts or not working,Unknown,Unknown,Unknown,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11634,biddable,14.99,for parts or not working,Cellular,Unknown,Black,16/32/64 GB,iPad 1,1,contains description,0,0,99 ending
11635,biddable,0.99,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 3,1,no description,40,0,99 ending
11636,biddable,25,for parts or not working,No cellular,None,White,16/32/64 GB,iPad mini,1,contains description,0,0,not a 99 ending
11637,biddable,0.99,for parts or not working,Unknown,Unknown,Unknown,Unknown,Unknown,1,contains description,0,0,99 ending
11638,biddable,39,for parts or not working,No cellular,None,White,16/32/64 GB,iPad 4,1,contains description,0,0,not a 99 ending
11639,biddable,119.99,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,99 ending
11640,not biddable,89.99,for parts or not working,No cellular,None,White,16/32/64 GB,iPad 2,0,no description,100,9,99 ending
11641,biddable,32.95,for parts or not working,Unknown,Unknown,Unknown,Unknown,Unknown,1,no description,21,2,not a 99 ending
11642,not biddable,550,for parts or not working,Cellular,Sprint/T-Mobile,Unknown,128 GB,iPad Air 1/2,0,no description,19,5,not a 99 ending
11643,not biddable,128,for parts or not working,No cellular,None,White,16/32/64 GB,iPad 3,0,no description,101,2,not a 99 ending
11644,biddable,80,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 2,0,contains description,0,0,not a 99 ending
11645,biddable,0.99,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,99 ending
11646,biddable,40,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 2,1,no description,94,76,not a 99 ending
11647,biddable,0.99,for parts or not working,No cellular,None,Space Gray,16/32/64 GB,iPad mini,1,no description,87,2,99 ending
11648,not biddable,71.99,for parts or not working,No cellular,None,Black,16/32/64 GB,iPad 2,1,contains description,0,0,99 ending
11649,not biddable,209,for parts or not working,Unknown,Unknown,Unknown,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11650,biddable,92,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 2,1,no description,54,8,not a 99 ending
11651,biddable,179.99,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,0,no description,87,4,99 ending
11652,biddable,0.99,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad mini 2,1,no description,96,6,99 ending
11653,biddable,0.99,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad mini,1,contains description,0,0,99 ending
11654,biddable,0.99,for parts or not working,Cellular,Sprint/T-Mobile,White,16/32/64 GB,iPad Air 1/2,1,no description,30,10,99 ending
11655,biddable,65,for parts or not working,Cellular,AT&T,Black,16/32/64 GB,iPad 4,1,contains description,0,0,not a 99 ending
11656,biddable,0.99,for parts or not working,No cellular,None,Black,16/32/64 GB,iPad mini,1,contains description,0,0,99 ending
11657,biddable,1,for parts or not working,Cellular,AT&T,Unknown,16/32/64 GB,iPad 1,1,contains description,0,0,not a 99 ending
11658,not biddable,128,for parts or not working,No cellular,None,White,16/32/64 GB,iPad 3,0,no description,101,2,not a 99 ending
11659,not biddable,200,used,Unknown,Unknown,Unknown,16/32/64 GB,iPad 2,0,no description,100,3,not a 99 ending
11660,biddable,0.99,for parts or not working,No cellular,None,Black,16/32/64 GB,iPad mini,1,no description,101,0,99 ending
11661,biddable,25,for parts or not working,No cellular,None,White,16/32/64 GB,iPad mini,1,no description,35,1,not a 99 ending
11662,biddable,30,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad mini,1,contains description,0,0,not a 99 ending
11663,not biddable,57.5,for parts or not working,Unknown,Unknown,Unknown,16/32/64 GB,Unknown,1,contains description,0,0,not a 99 ending
11664,biddable,39.99,for parts or not working,Unknown,Unknown,Unknown,Unknown,Unknown,1,contains description,0,0,99 ending
11665,biddable,75,for parts or not working,Unknown,Unknown,Unknown,16/32/64 GB,Unknown,1,contains description,0,0,not a 99 ending
11666,biddable,5,for parts or not working,No cellular,None,White,16/32/64 GB,iPad 2,1,contains description,0,0,not a 99 ending
11667,biddable,40,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 2,1,no description,94,76,not a 99 ending
11668,not biddable,119.99,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,99 ending
11669,biddable,74.99,for parts or not working,No cellular,None,Black,16/32/64 GB,iPad 2,1,no description,38,1,99 ending
11670,biddable,29.95,for parts or not working,No cellular,None,Black,16/32/64 GB,iPad 2,1,contains description,0,0,not a 99 ending
11671,biddable,40,for parts or not working,Cellular,Verizon,White,16/32/64 GB,iPad 2,1,contains description,0,0,not a 99 ending
11672,biddable,50,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad mini,1,contains description,0,0,not a 99 ending
11673,not biddable,129.95,for parts or not working,No cellular,None,Black,16/32/64 GB,iPad 2,0,no description,38,1,not a 99 ending
11674,biddable,45,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11675,not biddable,129.95,for parts or not working,Cellular,Unknown,Black,16/32/64 GB,iPad 2,0,no description,99,3,not a 99 ending
11676,not biddable,54.99,for parts or not working,Cellular,AT&T,Black,16/32/64 GB,iPad 1,1,no description,55,1,99 ending
11677,not biddable,189.99,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,99 ending
11678,biddable,1,for parts or not working,Unknown,Unknown,Unknown,16/32/64 GB,iPad 3,1,contains description,0,0,not a 99 ending
11679,biddable,70,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad mini,1,contains description,0,0,not a 99 ending
11680,biddable,49.99,for parts or not working,No cellular,None,Black,16/32/64 GB,iPad 1,1,no description,111,10,99 ending
11681,biddable,0.99,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 2,1,no description,100,5,99 ending
11682,not biddable,399.99,for parts or not working,Cellular,AT&T,Unknown,16/32/64 GB,iPad Air 1/2,0,no description,61,4,99 ending
11683,biddable,149.98,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 4,0,no description,36,16,not a 99 ending
11684,not biddable,157,for parts or not working,Cellular,Verizon,Unknown,16/32/64 GB,iPad 2,0,no description,38,32,not a 99 ending
11685,biddable,160,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 2,0,no description,99,1,not a 99 ending
11686,biddable,50,for parts or not working,Unknown,Unknown,Space Gray,Unknown,Unknown,1,contains description,0,0,not a 99 ending
11687,not biddable,100,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11688,biddable,1,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,1,no description,14,1,not a 99 ending
11689,biddable,0.99,for parts or not working,No cellular,None,Black,16/32/64 GB,iPad mini,1,no description,98,2,99 ending
11690,biddable,0.99,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 4,1,no description,100,5,99 ending
11691,biddable,0.99,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,no description,100,5,99 ending
11692,not biddable,150,for parts or not working,Unknown,Unknown,White,16/32/64 GB,iPad 4,0,contains description,0,0,not a 99 ending
11693,biddable,224.99,for parts or not working,Cellular,Verizon,Unknown,16/32/64 GB,iPad 4,0,no description,93,3,99 ending
11694,biddable,15,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 2,1,contains description,0,0,not a 99 ending
11695,biddable,75,for parts or not working,Unknown,Unknown,Space Gray,16/32/64 GB,Unknown,1,contains description,0,0,not a 99 ending
11696,not biddable,55,for parts or not working,Unknown,Unknown,Unknown,Unknown,iPad 1,0,contains description,0,0,not a 99 ending
11697,not biddable,250,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 2,1,contains description,0,0,not a 99 ending
11698,not biddable,89.99,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 2,0,no description,88,10,99 ending
11699,biddable,99.99,for parts or not working,Unknown,Unknown,Unknown,Unknown,iPad 4,0,contains description,0,0,99 ending
11700,biddable,19.99,for parts or not working,Unknown,Unknown,Space Gray,16/32/64 GB,Unknown,0,contains description,0,0,99 ending
11701,biddable,62,for parts or not working,Unknown,Unknown,White,Unknown,iPad mini,1,contains description,0,0,not a 99 ending
11702,not biddable,144.5,for parts or not working,No cellular,None,Black,16/32/64 GB,iPad 4,1,no description,99,4,not a 99 ending
11703,not biddable,74.95,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11704,biddable,99.95,for parts or not working,No cellular,None,White,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11705,not biddable,590,new,Unknown,Unknown,White,16/32/64 GB,Unknown,1,contains description,0,0,not a 99 ending
11706,biddable,0.99,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 4,1,no description,98,3,99 ending
11707,not biddable,29.99,for parts or not working,Cellular,AT&T,Black,16/32/64 GB,iPad 1,1,no description,55,1,99 ending
11708,biddable,0.99,for parts or not working,Unknown,Unknown,Unknown,Unknown,Unknown,1,no description,100,5,99 ending
11709,biddable,25,for parts or not working,Unknown,Unknown,Unknown,16/32/64 GB,Unknown,1,contains description,0,0,not a 99 ending
11710,biddable,0.99,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad mini,1,no description,89,69,99 ending
11711,biddable,0.99,for parts or not working,Unknown,Unknown,Unknown,16/32/64 GB,Unknown,1,contains description,0,0,99 ending
11712,biddable,42,for parts or not working,No cellular,None,Black,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11713,biddable,150,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 3,0,no description,80,2,not a 99 ending
11714,biddable,20,for parts or not working,Unknown,Unknown,White,Unknown,Unknown,1,no description,93,41,not a 99 ending
11715,biddable,0.99,for parts or not working,No cellular,None,White,16/32/64 GB,iPad 3,1,contains description,0,0,99 ending
11716,biddable,1,for parts or not working,Unknown,Unknown,Unknown,Unknown,iPad mini,1,contains description,0,0,not a 99 ending
11717,biddable,20,for parts or not working,No cellular,None,Space Gray,16/32/64 GB,iPad mini,1,no description,98,5,not a 99 ending
11718,biddable,100,for parts or not working,Unknown,Unknown,Unknown,16/32/64 GB,iPad 1,0,no description,52,2,not a 99 ending
11719,not biddable,196.79,for parts or not working,Unknown,Unknown,Unknown,Unknown,Unknown,0,contains description,0,0,not a 99 ending
11720,not biddable,150.87,for parts or not working,Unknown,Unknown,Unknown,Unknown,Unknown,1,contains description,0,0,not a 99 ending
11721,not biddable,36.95,for parts or not working,No cellular,None,Unknown,16/32/64 GB,iPad 1,1,no description,70,10,not a 99 ending
