"","carat","cut","color","clarity","depth","table","price","x","y","z","price_hilo"
"4412",0.35,"Ideal","D","SI1",63,57,827,4.52,4.46,2.83,0
"22471",0.8,"Ideal","H","SI1",62.4,57,2553,5.97,5.95,3.72,0
"26352",0.31,"Ideal","G","IF",61.9,55,891,4.35,4.38,2.7,0
"21896",0.79,"Ideal","F","SI1",62,55,3081,5.93,5.95,3.68,0
"13776",0.82,"Ideal","H","SI1",62.4,56,2617,6.05,6,3.76,0
"10810",0.34,"Premium","I","VS2",62.1,57,612,4.48,4.44,2.77,0
"17400",0.3,"Very Good","E","VS1",61.9,60,710,4.26,4.3,2.65,0
"36157",0.31,"Premium","I","SI1",61.4,61,523,4.39,4.34,2.68,0
"17786",0.4,"Ideal","E","SI1",61.8,56,737,4.71,4.74,2.92,0
"35799",0.26,"Ideal","F","VS1",62.3,56,580,4.1,4.08,2.55,0
"12498",1.03,"Very Good","G","VS2",58.8,63,6806,6.7,6.61,3.91,1
"33695",1,"Very Good","H","SI1",63.4,56,4469,6.37,6.34,4.03,1
"12226",1,"Fair","H","SI1",65.5,62,2873,6.14,6.07,4,0
"14828",0.74,"Good","H","SI1",62.4,65,2362,5.78,5.71,3.59,0
"35306",0.33,"Very Good","D","SI2",60.7,56,492,4.43,4.46,2.7,0
"37334",1.01,"Good","H","SI1",63.7,60,4836,6.35,6.3,4.03,1
"14970",0.7,"Ideal","J","SI2",61.6,57,1826,5.68,5.65,3.49,0
"37409",0.76,"Premium","J","VS1",61.1,58,2262,5.91,5.85,3.59,0
"9837",0.41,"Ideal","E","VVS2",62,56,1243,4.76,4.72,2.94,0
"16591",1.01,"Very Good","H","VS2",63.5,61,5050,6.32,6.24,3.99,1
"38955",0.44,"Premium","G","SI1",61,60,990,4.93,4.88,2.99,0
"35632",0.79,"Very Good","D","VS1",58.8,60,3798,6.03,6.08,3.56,0
"8579",0.3,"Ideal","G","IF",61,57,863,4.31,4.34,2.64,0
"20169",0.46,"Ideal","H","VVS1",62.3,54,1227,4.96,4.99,3.1,0
"4991",0.8,"Ideal","E","VS2",61.4,56,3972,5.97,6.02,3.68,1
"30977",0.51,"Very Good","G","VVS2",62.2,56,1762,5.1,5.13,3.18,0
"13684",0.33,"Premium","D","VS1",60.3,61,933,4.51,4.48,2.71,0
"39420",0.3,"Premium","D","SI1",61.3,60,709,4.32,4.26,2.63,0
"2207",0.53,"Ideal","D","VS2",61.2,57,1956,5.26,5.2,3.2,0
"4329",2.01,"Very Good","I","VS2",59.2,62,16626,8.14,8.17,4.83,1
"20596",0.31,"Ideal","F","VVS1",62,55,828,4.34,4.37,2.7,0
"37078",0.33,"Very Good","E","VVS2",62.3,56,893,4.4,4.44,2.75,0
"8274",0.52,"Ideal","E","SI1",61.4,57,1429,5.18,5.15,3.17,0
"17082",0.9,"Very Good","E","VS2",63.8,55,4598,6.11,6.18,3.92,1
"39050",1.98,"Premium","I","VS1",62.5,58,16171,7.95,7.99,4.98,1
"8757",0.31,"Ideal","D","VS1",61.6,55,766,4.37,4.4,2.7,0
"20539",0.7,"Premium","H","SI1",62.8,57,2331,5.66,5.61,3.54,0
"3070",0.39,"Premium","G","VVS1",60.4,59,1170,4.75,4.72,2.86,0
"26508",0.79,"Premium","H","SI2",60.4,61,2471,5.99,5.96,3.61,0
"28851",2.14,"Premium","J","SI2",61.5,59,13205,8.25,8.3,5.11,1
"38781",0.7,"Very Good","H","SI2",63.1,55,1995,5.71,5.66,3.59,0
"12028",1.21,"Premium","G","VS1",59.5,58,8305,6.97,7.01,4.16,1
"8434",1.01,"Premium","F","SI2",61.6,58,4416,6.39,6.4,3.94,1
"11120",1.11,"Premium","G","SI1",62.4,58,5750,6.65,6.61,4.14,1
"33296",0.26,"Ideal","F","VS1",60.9,57,580,4.13,4.11,2.51,0
"21267",0.32,"Premium","G","VVS2",60.8,59,730,4.41,4.44,2.69,0
"13109",0.5,"Very Good","F","VS2",61.5,61,1436,5.09,5.12,3.14,0
"38876",2.24,"Ideal","F","SI2",60.3,59,17989,8.47,8.5,5.12,1
"9389",0.38,"Very Good","E","VS1",63,56,891,4.61,4.63,2.91,0
"14562",0.53,"Ideal","I","SI1",61.6,56.6,1127,5.19,5.21,3.21,0
"27993",1.23,"Ideal","H","IF",61.3,57,8431,6.87,6.92,4.23,1
"20545",0.43,"Ideal","D","VS2",61.3,55,1314,4.84,4.88,2.98,0
"17759",1.68,"Premium","G","VS1",58.2,57,13445,7.89,7.85,4.58,1
"31759",0.32,"Ideal","G","IF",61.7,56,918,4.39,4.42,2.72,0
"17281",0.32,"Very Good","G","SI2",60.7,61,388,4.42,4.47,2.7,0
"8877",0.51,"Good","G","VS2",63.9,56,1443,5.1,5.07,3.25,0
"10903",1.51,"Premium","J","VVS2",62.6,59,8930,7.33,7.31,4.58,1
"12985",1.08,"Premium","F","SI2",62.6,56,4488,6.61,6.55,4.12,1
"19230",0.52,"Premium","G","VVS2",61.8,59,2012,5.16,5.13,3.18,0
"31888",0.73,"Fair","G","VS2",60.1,65,2401,5.91,5.81,3.52,0
"7991",0.9,"Ideal","G","VS2",62.6,57,4269,6.14,6.2,3.86,1
"15144",1.52,"Very Good","H","SI2",63.1,55,7600,7.36,7.28,4.62,1
"16991",1.01,"Premium","D","VS1",61.1,56,6733,6.43,6.36,3.91,1
"8904",1.53,"Ideal","G","VS2",62.8,57,12907,7.48,7.43,4.63,1
"133",1.5,"Fair","H","I1",65.6,54,2964,7.26,7.09,4.7,0
"36597",0.3,"Ideal","G","IF",61.6,56,863,4.34,4.36,2.68,0
"16997",1.06,"Premium","E","VS1",59.1,58,6669,6.66,6.71,3.95,1
"15942",1.17,"Ideal","H","SI2",62.3,57,5019,6.74,6.78,4.21,1
"35748",1.06,"Ideal","E","VS1",62.1,57,8567,6.52,6.49,4.04,1
"19117",0.55,"Premium","F","SI1",60.2,58,1410,5.31,5.35,3.21,0
"5353",2.01,"Premium","G","SI2",59.4,62,14939,8.27,8.22,4.9,1
"14071",0.9,"Good","H","VS1",63.5,59,4309,6.1,6.13,3.88,1
"22183",0.31,"Ideal","H","VVS1",60.9,56,671,4.4,4.42,2.69,0
"5143",0.73,"Ideal","D","VS1",61.5,58,4196,5.76,5.79,3.55,1
"317",0.36,"Ideal","H","VS2",61,55,587,4.59,4.62,2.81,0
"27184",1,"Very Good","H","SI1",62.7,59,4702,6.3,6.37,3.97,1
"36923",0.71,"Very Good","E","SI1",63.5,57,2685,5.63,5.68,3.59,0
"30890",0.36,"Ideal","E","VS2",61.1,57,673,4.56,4.61,2.8,0
"28586",0.51,"Good","E","VS2",57.6,62,1812,5.33,5.3,3.06,0
"5407",0.4,"Very Good","H","VVS2",63.2,55,1125,4.73,4.7,2.98,0
"35546",2.01,"Very Good","G","SI1",63.2,56,16742,8.04,7.96,5.06,1
"21632",1.18,"Premium","G","SI1",62.1,59,5458,6.75,6.71,4.18,1
"34786",1.51,"Premium","G","VS2",61.1,58,13828,7.42,7.38,4.45,1
"36393",0.46,"Very Good","H","VVS1",62,56,1572,4.96,4.98,3.07,0
"15339",0.61,"Very Good","E","VS1",59.6,63,2025,5.44,5.57,3.28,0
"25860",1.1,"Good","D","SI2",57,62,4361,6.91,6.84,3.92,1
"4111",0.63,"Ideal","E","VVS1",61.1,58,3181,5.49,5.54,3.37,0
"17353",1.01,"Very Good","D","SI1",62.4,58,4666,6.39,6.47,4.01,1
"7418",0.53,"Premium","D","VS1",61.3,58,2321,5.27,5.2,3.21,0
"31360",1.21,"Ideal","E","SI1",62.3,56,7088,6.87,6.81,4.26,1
"22584",1.08,"Premium","G","SI2",62.9,59,4627,6.57,6.53,4.12,1
"23819",1.2,"Good","D","SI2",63.7,52,6344,6.72,6.68,4.27,1
"29061",0.3,"Premium","D","SI1",61,61,709,4.29,4.27,2.61,0
"27101",0.34,"Ideal","D","VS1",61.2,58,787,4.45,4.5,2.74,0
"7586",1.01,"Premium","H","VS2",61.3,59,5260,6.45,6.41,3.94,1
"2550",1.13,"Premium","H","SI1",62.1,58,5410,6.7,6.66,4.15,1
"12537",1.14,"Premium","H","SI2",60.6,59,4702,6.77,6.8,4.11,1
"38667",0.32,"Ideal","F","VVS2",61.4,57,728,4.41,4.45,2.72,0
"19899",1.2,"Premium","G","VS2",62.1,61,7728,6.74,6.68,4.17,1
"26496",0.35,"Ideal","F","VS2",60.5,57,906,4.6,4.52,2.76,0
"38644",0.3,"Premium","D","VVS2",62.4,58,752,4.26,4.3,2.67,0
"13145",1.06,"Ideal","G","SI1",62.9,56,5461,6.52,6.49,4.09,1
"19671",0.7,"Ideal","F","VS2",60.8,56,2942,5.78,5.79,3.52,0
"2026",0.52,"Premium","F","VVS2",61.8,60,2870,5.16,5.13,3.18,0
"21562",1.05,"Good","H","VS2",63.7,58,5492,6.4,6.45,4.09,1
"5495",0.43,"Good","J","SI2",63.7,57,629,4.79,4.76,3.04,0
"11926",0.26,"Very Good","G","VS1",62.1,56,418,4.07,4.11,2.54,0
"19366",1.51,"Ideal","H","VS1",62.3,57,11967,7.34,7.29,4.55,1
"34879",1.05,"Ideal","F","VS1",62.3,55,8100,6.53,6.5,4.06,1
"14262",0.51,"Good","D","SI1",63.3,57,1423,5.06,5.09,3.21,0
"32401",2.01,"Very Good","H","SI1",58.2,63,18027,8.32,8.23,4.82,1
"9704",0.34,"Ideal","H","SI1",61.4,55,440,4.51,4.55,2.78,0
"10802",0.5,"Ideal","E","VS2",62.9,54,1629,5.14,5.1,3.22,0
"900",0.98,"Very Good","H","SI2",62.2,60,4479,6.31,6.36,3.94,1
"35993",0.39,"Ideal","E","SI2",61,55,614,4.74,4.77,2.9,0
"1270",1.21,"Ideal","G","VS1",62.6,56,8616,6.77,6.81,4.25,1
"6342",0.41,"Very Good","F","SI1",61.9,55,769,4.78,4.81,2.97,0
"36756",0.91,"Premium","H","SI1",62.2,60,3669,6.22,6.16,3.85,0
"11755",1,"Good","D","I1",57.8,62,2657,6.51,6.47,3.75,0
"24479",0.32,"Premium","D","SI1",61.3,60,589,4.41,4.43,2.71,0
"26724",0.74,"Premium","G","VS1",59.5,58,2574,5.95,5.89,3.52,0
"18244",0.9,"Very Good","I","SI1",60.6,56,3730,6.23,6.28,3.79,0
"16405",1,"Ideal","F","VS2",62,55,5844,6.43,6.48,4,1
"36607",0.43,"Ideal","G","SI1",62.9,55,968,4.87,4.83,3.05,0
"34549",0.78,"Ideal","F","VS2",61.5,56,3531,5.94,5.9,3.64,0
"8711",0.51,"Very Good","F","VS1",61,59,1706,5.16,5.1,3.13,0
"17060",0.4,"Ideal","G","SI1",62.3,54,741,4.74,4.77,2.96,0
"28478",1.32,"Ideal","G","VS1",62.4,53,10631,7.03,7.08,4.4,1
"22348",0.37,"Ideal","D","VS2",62.3,55,763,4.59,4.62,2.87,0
"25768",0.32,"Premium","E","SI1",61.9,59,561,4.36,4.39,2.71,0
"5169",1.01,"Good","E","SI1",56.9,61,4928,6.65,6.6,3.77,1
"17821",0.65,"Ideal","E","SI1",61.8,55,1862,5.57,5.6,3.45,0
"4726",1.72,"Very Good","I","SI2",63.4,57,8630,7.6,7.58,4.81,1
"13997",0.4,"Very Good","E","VVS1",63.8,56,1142,4.68,4.72,3,0
"15435",2.01,"Very Good","F","SI2",60.8,57,17244,8.09,8.15,4.94,1
"20426",1.12,"Good","G","SI2",56.7,62,4158,6.91,6.86,3.9,1
"33408",0.82,"Ideal","I","VS1",62.3,57,2522,5.98,6.02,3.74,0
"18161",0.24,"Ideal","G","IF",61.3,57,559,4,4.03,2.46,0
"32926",1.01,"Premium","F","SI2",60.9,60,3297,6.45,6.42,3.91,0
"28044",1.13,"Very Good","I","VS2",61.6,57,4348,6.73,6.78,4.16,1
"30411",0.36,"Good","H","SI1",63.6,57,665,4.53,4.49,2.87,0
"10142",1.53,"Very Good","D","SI2",62.9,56,9001,7.25,7.31,4.58,1
"22332",1.01,"Good","G","VS2",62.7,60,6126,6.27,6.32,3.95,1
"2951",0.74,"Very Good","E","VS1",63.4,55,3357,5.78,5.76,3.66,0
"30301",0.57,"Premium","E","SI2",61,60,1228,5.32,5.36,3.26,0
"15521",0.31,"Ideal","G","VS1",62.7,57,695,4.34,4.31,2.71,0
"4585",0.3,"Premium","I","VS1",61.6,61,567,4.28,4.23,2.62,0
"12670",1.79,"Ideal","H","SI2",61.5,56,11643,7.77,7.81,4.79,1
"21079",0.33,"Ideal","G","VVS1",62.2,57,868,4.41,4.46,2.76,0
"32096",0.31,"Ideal","H","VVS1",61.5,56,907,4.38,4.34,2.68,0
"37580",0.71,"Ideal","G","VVS2",61.5,57,2893,5.73,5.75,3.53,0
"10754",0.87,"Very Good","H","SI1",62.2,57,3180,6.05,6.11,3.78,0
"38",1.33,"Premium","G","VS1",60.2,60,9992,7.2,7.12,4.31,1
"36482",0.38,"Ideal","F","IF",62.2,54,1229,4.68,4.71,2.92,0
"13029",0.56,"Premium","D","VS2",61.1,58,1963,5.3,5.34,3.25,0
"889",0.71,"Ideal","E","VS2",61.8,57,2630,5.7,5.73,3.53,0
"6602",0.71,"Ideal","F","VS1",61,56,3701,5.77,5.8,3.53,0
"34626",1.5,"Premium","H","SI2",62.1,59,7500,7.28,7.24,4.51,1
"19213",0.32,"Very Good","G","VS1",61.3,62,645,4.39,4.42,2.7,0
"34625",0.33,"Ideal","E","VS2",61.1,56,723,4.45,4.48,2.73,0
"23138",0.2,"Ideal","E","VS2",59.7,55,367,3.86,3.84,2.3,0
"36386",0.71,"Good","G","VS2",64.2,58,2623,5.62,5.59,3.6,0
"14740",0.31,"Ideal","E","VS2",62,56,680,4.34,4.37,2.7,0
"22147",0.5,"Very Good","E","VS2",63.3,57,1606,5.1,5.07,3.22,0
"4756",2.52,"Premium","F","SI2",60.6,60,18179,8.78,8.7,5.3,1
"7401",0.24,"Very Good","F","VS2",61.4,58,419,3.99,4.05,2.47,0
"10080",1.05,"Ideal","G","VVS1",60.7,55,8946,6.6,6.65,4.02,1
"30022",1.54,"Very Good","E","SI2",59,62,7877,7.56,7.59,4.47,1
"20482",1.12,"Good","F","VS2",63.8,57,7051,6.61,6.59,4.21,1
"8202",0.58,"Very Good","E","VS2",59.6,59,1906,5.4,5.44,3.23,0
"12378",0.55,"Ideal","F","SI2",61.2,56,1263,5.29,5.23,3.22,0
"726",0.8,"Very Good","G","VS2",61.1,57,2929,6.01,6.07,3.69,0
"6141",1.2,"Premium","G","VS1",62.8,58,8602,6.84,6.75,4.27,1
"21715",0.34,"Ideal","I","SI1",61.9,56,469,4.47,4.5,2.77,0
"25375",0.35,"Ideal","E","VS1",61.9,56,851,4.53,4.55,2.81,0
"25179",0.38,"Good","H","VS1",64.4,57,721,4.54,4.59,2.94,0
"4134",0.3,"Very Good","H","VVS2",63,56,605,4.23,4.28,2.68,0
"12169",0.3,"Very Good","G","VS2",61.8,60,505,4.29,4.25,2.64,0
"38924",1.19,"Very Good","G","SI2",63.4,56,3739,6.69,6.56,4.2,0
"28570",1.52,"Premium","H","VS1",60.6,58,12047,7.46,7.39,4.5,1
"38064",2.01,"Premium","G","SI2",60.8,61,12260,8.14,8.07,4.93,1
"5055",1.13,"Ideal","H","SI2",60.6,57,3670,6.79,6.77,4.11,0
"30658",0.59,"Good","I","VS2",63.4,56,1294,5.33,5.37,3.39,0
"37151",0.3,"Premium","E","VS2",61.9,59,658,4.29,4.33,2.67,0
"14693",0.9,"Good","F","VS2",62.4,58,4370,6.08,6.1,3.8,1
"18895",0.3,"Very Good","G","VVS1",63.3,55,1013,4.3,4.26,2.71,0
"23033",2.03,"Ideal","J","VS2",62.1,57,13880,8.15,8.08,5.04,1
"36331",1.4,"Very Good","I","SI1",61.3,59,7644,7.19,7.23,4.42,1
"3635",0.75,"Very Good","E","SI1",62.9,57,2753,5.79,5.84,3.66,0
"25221",0.3,"Ideal","G","VS1",63.1,55,624,4.25,4.31,2.7,0
"14152",0.82,"Good","F","VS2",60.9,62.2,3363,5.97,6.04,3.66,0
"14222",1.01,"Premium","F","IF",62.3,57,9627,6.5,6.35,4,1
"14164",1.11,"Ideal","G","VS1",62.1,57,7917,6.61,6.63,4.11,1
"9726",0.5,"Ideal","E","VS2",60,57,1746,5.15,5.12,3.08,0
"19598",0.71,"Ideal","H","SI1",61.1,57,2313,5.71,5.75,3.5,0
"29417",0.34,"Ideal","E","VS1",61.2,57,805,4.45,4.5,2.74,0
"24222",1.27,"Ideal","G","VVS1",61.7,56,11002,7.03,6.9,4.3,1
"10141",0.81,"Very Good","J","SI1",63.1,59,2482,5.88,5.91,3.72,0
"4221",0.51,"Ideal","F","VS2",62.3,56,1711,5.12,5.08,3.18,0
"17731",0.59,"Ideal","E","VS2",62.2,58,1838,5.35,5.39,3.34,0
"30612",1.51,"Very Good","E","SI1",63.1,56,10113,7.24,7.22,4.56,1
"25149",0.32,"Ideal","I","VS1",62.4,54,648,4.39,4.36,2.73,0
"25659",0.8,"Very Good","H","SI1",63.2,54,2553,5.93,5.88,3.73,0
"3560",0.28,"Very Good","E","VS1",59.5,59,487,4.29,4.35,2.57,0
"259",0.4,"Very Good","G","SI1",61,56,711,4.77,4.8,2.92,0
"623",1.51,"Fair","E","SI1",58.4,70,11102,7.55,7.39,4.36,1
"38151",1.51,"Very Good","J","VVS2",62.9,58,8770,7.21,7.33,4.57,1
"24894",0.41,"Ideal","F","VS1",62.6,55,1076,4.77,4.75,2.98,0
"32199",0.31,"Ideal","G","IF",61.7,56,891,4.34,4.38,2.69,0
"6080",1.01,"Fair","E","SI1",65.3,59,4844,6.13,6.19,4.02,1
"22230",0.75,"Very Good","E","SI1",61.5,58,2923,5.82,5.86,3.59,0
"13963",0.56,"Good","E","VS2",62.3,63,1920,5.22,5.27,3.27,0
"23509",1.01,"Ideal","F","VS1",62.5,54,7465,6.43,6.46,4.03,1
"29573",0.3,"Premium","D","VS2",60.5,58,710,4.35,4.38,2.64,0
"5311",0.76,"Ideal","D","VS2",61.8,57,3306,5.85,5.9,3.63,0
"31765",1.01,"Good","E","I1",61.5,65,3484,6.28,6.21,3.84,0
"12082",0.51,"Premium","G","VVS2",61.5,56,1974,5.15,5.12,3.16,0
"22966",0.3,"Premium","G","VS1",60,60,776,4.33,4.3,2.59,0
"39563",1.01,"Premium","F","SI2",61.8,59,4008,6.41,6.31,3.93,1
"33935",0.85,"Ideal","F","VS2",62.4,57,3641,6.13,6.01,3.79,0
"14852",0.4,"Ideal","E","VS2",60.9,56,904,4.78,4.81,2.92,0
"6314",0.5,"Very Good","E","SI2",61.4,58,1154,5.09,5.11,3.13,0
"21294",0.42,"Very Good","F","SI1",63.1,56,926,4.82,4.79,3.03,0
"24043",0.31,"Very Good","D","VVS2",60.5,56,1009,4.38,4.41,2.66,0
"9496",0.83,"Premium","F","VS2",60.2,60,3557,6.04,6.09,3.65,0
"34091",1.24,"Very Good","F","VVS2",63.6,56,11268,6.75,6.8,4.31,1
"2216",0.3,"Premium","G","VVS2",61.3,58,878,4.34,4.28,2.64,0
"21158",1.17,"Ideal","I","VS1",61.5,57,5892,6.74,6.79,4.16,1
"29491",1.63,"Very Good","H","SI1",62.5,58,10721,7.47,7.55,4.69,1
"20376",1.05,"Ideal","H","SI2",61.2,57,4410,6.59,6.54,4.02,1
"38751",0.34,"Premium","I","VS2",61.8,58,477,4.48,4.51,2.78,0
"38708",0.32,"Very Good","G","VS1",60.8,56,660,4.45,4.48,2.71,0
"38665",0.27,"Ideal","I","VS1",61.9,54,432,4.14,4.19,2.58,0
"25382",0.7,"Ideal","D","SI2",62.6,57,2373,5.63,5.68,3.54,0
"2433",0.5,"Fair","H","VS1",66.6,58,1134,4.95,4.84,3.26,0
"31485",1.2,"Ideal","H","SI1",60.8,57,6485,6.9,6.88,4.19,1
"20872",0.31,"Ideal","H","VVS1",62.7,54,907,4.38,4.33,2.73,0
"10310",0.72,"Very Good","D","VS2",62.1,59,3016,5.7,5.73,3.55,0
"11405",0.77,"Ideal","E","SI2",62.3,57,2689,5.88,5.91,3.67,0
"21524",1.01,"Good","G","SI2",59.2,65,4047,6.35,6.41,3.78,1
"34178",0.31,"Premium","I","VVS2",61.7,58,698,4.4,4.38,2.71,0
"35961",0.32,"Ideal","G","VVS1",61.7,56,814,4.4,4.42,2.72,0
"22257",1.3,"Ideal","G","VS1",62,55,10221,7.02,6.98,4.34,1
"22013",1.03,"Ideal","G","VVS1",59.9,61,8955,6.56,6.63,3.95,1
"35017",0.73,"Premium","E","SI2",62.2,55,2256,5.81,5.71,3.58,0
"25174",0.3,"Premium","H","VVS1",62.5,59,878,4.29,4.26,2.67,0
"39163",0.3,"Ideal","I","VS1",62.2,53.9,486,4.29,4.33,2.68,0
"22650",1.14,"Ideal","H","SI1",60.3,57,4789,6.79,6.85,4.11,1
"38919",1,"Premium","D","SI2",58.3,61,4626,6.59,6.54,3.83,1
"35623",0.31,"Ideal","H","VVS1",62.2,54,907,4.39,4.36,2.72,0
"14943",0.24,"Ideal","J","VVS2",62.8,57,432,3.96,3.94,2.48,0
"13505",0.3,"Ideal","D","SI1",61,57,709,4.33,4.29,2.63,0
"36614",0.4,"Very Good","G","VVS2",63.2,55,868,4.72,4.74,2.99,0
"26587",0.31,"Ideal","F","VS1",60.7,56,695,4.37,4.39,2.66,0
"17026",0.7,"Ideal","H","SI1",62.6,55,2294,5.65,5.7,3.55,0
"873",2,"Very Good","E","SI2",63.4,60,14763,7.97,7.92,5.04,1
"14682",0.31,"Very Good","G","VVS1",61.5,55,749,4.36,4.4,2.69,0
"11547",1.01,"Fair","F","VS2",65.5,62,5501,6.19,6.23,4.07,1
"5484",0.61,"Ideal","D","VVS2",62.4,58,3036,5.38,5.42,3.37,0
"16621",1.04,"Ideal","F","SI2",61.8,56,4547,6.49,6.53,4.02,1
"26950",1.02,"Ideal","H","SI1",61.9,57,4924,6.4,6.46,3.98,1
"9174",2.03,"Premium","G","I1",61.1,58,6377,8.11,8.06,4.94,1
"13617",1.52,"Ideal","F","VS2",62.8,55,14038,7.37,7.28,4.6,1
"29289",1.23,"Very Good","H","SI1",62.5,56,7313,6.79,6.82,4.25,1
"22561",0.91,"Premium","G","VVS2",61.8,58,5259,6.16,6.24,3.83,1
"3761",0.32,"Premium","H","VS2",62.7,58,471,4.33,4.35,2.72,0
"35003",1.7,"Premium","I","VS1",61.5,58,8840,7.74,7.64,4.73,1
"5165",1.01,"Very Good","G","VS2",61.6,58,5919,6.4,6.45,3.96,1
"25536",0.9,"Good","H","SI2",61.3,61,3348,6.11,6.16,3.76,0
"7413",1.01,"Very Good","E","VS1",60.9,55,7094,6.48,6.58,3.98,1
"26854",0.56,"Ideal","G","VS2",60.9,56,1662,5.34,5.36,3.26,0
"21056",0.41,"Ideal","G","VVS2",61.8,56,1076,4.78,4.74,2.94,0
"260",0.39,"Ideal","F","SI1",61.8,57,697,4.68,4.73,2.91,0
"6712",0.4,"Good","D","VS2",63.2,57,786,4.65,4.71,2.96,0
"3272",0.59,"Ideal","G","IF",59.5,58,2551,5.49,5.57,3.29,0
"16522",2.03,"Very Good","I","VS1",63.2,60,15086,8.01,7.98,5.05,1
"28980",1.55,"Premium","I","SI1",62.5,60,9027,7.35,7.33,4.59,1
"34627",0.9,"Very Good","D","VS1",63,58,5757,6.11,6.15,3.86,1
"9351",0.35,"Ideal","D","VVS1",62,54,1266,4.56,4.57,2.83,0
"33264",1.51,"Ideal","G","VVS2",61.8,57,15118,7.36,7.31,4.53,1
"9739",1.31,"Premium","H","VS2",62.5,58,7459,6.97,6.94,4.35,1
"33572",0.29,"Very Good","F","VVS2",62.7,58,664,4.22,4.26,2.66,0
"34611",1.73,"Ideal","I","VS1",61.4,57,13250,7.7,7.65,4.71,1
"1579",0.42,"Premium","I","SI2",61.5,59,709,4.84,4.78,2.96,0
"11831",0.42,"Ideal","G","SI2",61.5,56,682,4.83,4.79,2.96,0
"31169",1.01,"Premium","H","VS2",62.4,58,4769,6.42,6.36,3.99,1
"22076",0.71,"Good","I","SI1",60,64,1651,5.71,5.79,3.45,0
"8846",0.27,"Ideal","I","VVS2",61.6,55,480,4.17,4.21,2.58,0
"34702",0.4,"Ideal","E","VVS2",62.1,56,1158,4.7,4.73,2.93,0
"12777",1.27,"Ideal","F","VS2",62.8,56,6543,6.9,6.86,4.32,1
"11104",0.36,"Premium","I","IF",59.9,59,758,4.58,4.63,2.76,0
"39878",0.73,"Ideal","G","VS1",60.9,59,3459,5.79,5.83,3.54,0
"5866",0.71,"Very Good","F","SI2",59,58,2098,5.84,5.89,3.46,0
"36668",0.75,"Ideal","J","VS2",62.3,57,1923,5.81,5.84,3.63,0
"10154",1.01,"Good","E","SI1",63.3,58,4986,6.37,6.39,4.04,1
"33834",1,"Premium","H","SI1",61.3,60,4788,6.38,6.35,3.9,1
"32346",0.73,"Ideal","E","SI1",61.8,56,2728,5.77,5.81,3.58,0
"31996",0.74,"Ideal","E","SI2",59.2,59,2501,5.92,5.97,3.52,0
"37474",0.7,"Good","G","VVS1",59.9,61,2899,5.75,5.81,3.46,0
"36095",1.71,"Ideal","I","VS2",60.5,56,11455,7.71,7.73,4.67,1
"3364",1.52,"Ideal","H","I1",61.6,56,6793,7.75,7.73,4.77,1
"6466",0.24,"Ideal","G","IF",61.7,56,559,3.99,4.01,2.47,0
"17747",1.26,"Premium","H","SI1",61,55,5631,7,6.97,4.26,1
"1428",0.5,"Ideal","G","VVS2",62,56,1838,5.09,5.13,3.17,0
"30560",0.31,"Ideal","G","VVS2",61.4,56,907,4.38,4.35,2.68,0
"654",1.32,"Fair","H","I1",65.8,55,4140,6.87,6.83,4.51,1
"35106",0.95,"Ideal","I","VS2",62.2,57,3884,6.29,6.22,3.89,0
"1333",0.57,"Ideal","D","VS2",62.4,57,1963,5.32,5.26,3.3,0
"8014",0.51,"Ideal","F","VS2",62.8,57,1619,5.1,5.06,3.19,0
"15693",0.28,"Ideal","F","VVS2",61.8,56,642,4.21,4.24,2.61,0
"19501",0.28,"Ideal","H","VS2",61.9,55,467,4.2,4.23,2.61,0
"16800",1.2,"Fair","F","SI2",65.1,58,4915,6.62,6.56,4.29,1
"34357",0.78,"Ideal","D","VS2",61.9,56,3811,5.89,5.91,3.65,0
"31125",1,"Good","D","SI2",64.3,53,3965,6.34,6.29,4.06,1
"10435",0.72,"Very Good","J","VS1",62.3,57,2136,5.73,5.77,3.58,0
"32326",1.01,"Very Good","E","VS2",62,55,6399,6.42,6.46,3.99,1
"27036",0.24,"Very Good","F","VVS2",62.5,56,478,3.98,4.02,2.5,0
"34874",1.03,"Very Good","F","SI2",61.1,59,4218,6.51,6.58,4,1
"338",0.31,"Very Good","H","SI1",59,57,446,4.4,4.44,2.61,0
"267",0.43,"Ideal","E","VS2",61.6,54,1053,4.9,4.88,3.01,0
"31775",0.9,"Good","E","VS1",62.7,58,5201,6.07,6.12,3.82,1
"3867",1,"Very Good","H","SI1",62.8,56,4830,6.33,6.37,3.99,1
"33106",0.4,"Ideal","I","VS1",61.9,55,919,4.74,4.77,2.94,0
"38032",1.11,"Very Good","G","VS2",60.8,58,6593,6.65,6.7,4.06,1
"24498",2.36,"Ideal","I","SI2",62.8,55,16707,8.47,8.5,5.33,1
"316",1.7,"Good","H","VVS2",63.1,57,14146,7.52,7.61,4.77,1
"37460",1.09,"Very Good","I","VS2",62,56,4959,6.57,6.59,4.08,1
"5050",0.52,"Ideal","F","VVS1",61.2,56,2841,5.19,5.21,3.18,0
"18536",1.51,"Very Good","H","VVS1",61.5,58,12981,7.3,7.39,4.52,1
"33607",0.9,"Premium","H","SI1",62,55,3377,6.21,6.17,3.84,0
"9998",0.41,"Good","E","VVS1",64.3,54,957,4.68,4.72,3.02,0
"8784",0.71,"Ideal","J","VS1",61.9,55,1932,5.69,5.75,3.54,0
